Category,State/ UT Name,Year,Vegetable,Area,Production
State,Jammu & Kashmir,2010-2011,C. Flower,4.5,134.8
State,Jharkhand,2010-2011,C. Flower,22.2,355.4
State,Karnataka,2010-2011,C. Flower,4.5,77.4
State,Kerala,2010-2011,C. Flower,0,0
State,Madhya Pradesh,2010-2011,C. Flower,12.2,195.9
State,Maharashtra,2010-2011,C. Flower,12,180
State,Manipur,2010-2011,C. Flower,2.4,23.8
State,Meghalaya,2010-2011,C. Flower,0,0
State,Mizoram,2010-2011,C. Flower,0.4,3.7
State,Nagaland,2010-2011,C. Flower,0.1,0.2
State,Odisha,2010-2011,C. Flower,45.1,677.3
State,Punjab,2010-2011,C. Flower,8.7,154.7
State,Rajasthan,2010-2011,C. Flower,8.4,39.2
State,Sikkim,2010-2011,C. Flower,0.7,3.9
State,Tamil Nadu,2010-2011,C. Flower,0.7,13.3
State,Telangana,2010-2011,C. Flower,0,0
State,Tripura,2010-2011,C. Flower,1.8,33.8
State,Uttarakhand,2010-2011,C. Flower,2.6,34
State,Uttar Pradesh,2010-2011,C. Flower,9.3,188.5
State,West Bengal,2010-2011,C. Flower,70,1777.2
Union Territory,Union Territory (Total),2010-2011,C. Flower,0,0
Union Territory,Dadra & Nagar Haveli,2010-2011,C. Flower,0,0
Union Territory,Chandigarh,2010-2011,C. Flower,0,0
Union Territory,D. & N. Haveli,2010-2011,C. Flower,0,0
Union Territory,Daman & Diu,2010-2011,C. Flower,0,0
Union Territory,Delhi,2010-2011,C. Flower,5.1,94.8
Union Territory,Lakshadweep,2010-2011,C. Flower,0,0
Union Territory,Puducherry,2010-2011,C. Flower,0,0
Total,Total,2010-2011,C. Flower,368.7,6744.9
State,Andhra Pradesh,2011-12,C. Flower,1.5,22.5
State,Arunachal Pradesh,2011-12,C. Flower,1.5,0
State,Assam,2011-12,C. Flower,1.5,337.4
State,Bihar,2011-12,C. Flower,1.5,1155.1
State,Chhattisgarh,2011-12,C. Flower,1.5,330
State,Goa,2011-12,C. Flower,1.5,0
State,Gujarat,2011-12,C. Flower,1.5,390.2
State,Haryana,2011-12,C. Flower,1.5,584.3
State,Himachal Pradesh,2011-12,C. Flower,1.5,63.2
State,Jammu & Kashmir,2011-12,C. Flower,1.5,85.3
State,Jharkhand,2011-12,C. Flower,1.5,378.5
State,Karnataka,2011-12,C. Flower,1.5,81.1
State,Kerala,2011-12,C. Flower,1.5,0
State,Madhya Pradesh,2011-12,C. Flower,1.5,576.7
State,Maharashtra,2011-12,C. Flower,1.5,189
State,Manipur,2011-12,C. Flower,1.5,24.4
State,Meghalaya,2011-12,C. Flower,1.5,39.2
State,Mizoram,2011-12,C. Flower,1.5,4
State,Nagaland,2011-12,C. Flower,1.5,2.7
State,Odisha,2011-12,C. Flower,1.5,682.6
State,Punjab,2011-12,C. Flower,1.5,158.5
State,Rajasthan,2011-12,C. Flower,1.5,32.6
State,Sikkim,2011-12,C. Flower,1.5,4
State,Tamil Nadu,2011-12,C. Flower,1.5,14.4
State,Telangana,2011-12,C. Flower,1.5,0
State,Tripura,2011-12,C. Flower,1.5,45
State,Uttarakhand,2011-12,C. Flower,1.5,36.7
State,Uttar Pradesh,2011-12,C. Flower,1.5,205.7
State,West Bengal,2011-12,C. Flower,1.5,1821.7
Union Territory,Union Territory (Total),2011-12,C. Flower,1.5,0
Union Territory,Dadra & Nagar Haveli,2011-12,C. Flower,1.5,1.8
Union Territory,Chandigarh,2011-12,C. Flower,1.5,0
Union Territory,D. & N. Haveli,2011-12,C. Flower,1.5,0
Union Territory,Daman & Diu,2011-12,C. Flower,1.5,0
Union Territory,Delhi,2011-12,C. Flower,1.5,82.6
Union Territory,Lakshadweep,2011-12,C. Flower,1.5,0
Union Territory,Puducherry,2011-12,C. Flower,1.5,0
Total,Total,2011-12,C. Flower,1.5,7348.9
State,Andhra Pradesh,2012-13,C. Flower,1.5,21
State,Arunachal Pradesh,2012-13,C. Flower,1.5,7.4
State,Assam,2012-13,C. Flower,1.5,449.3
State,Bihar,2012-13,C. Flower,1.5,1193.7
State,Chhattisgarh,2012-13,C. Flower,1.5,342
State,Goa,2012-13,C. Flower,1.5,0
State,Gujarat,2012-13,C. Flower,1.5,532.3
State,Haryana,2012-13,C. Flower,1.5,492.3
State,Himachal Pradesh,2012-13,C. Flower,1.5,101.7
State,Jammu & Kashmir,2012-13,C. Flower,1.5,85.3
State,Jharkhand,2012-13,C. Flower,1.5,381.2
State,Karnataka,2012-13,C. Flower,1.5,83
State,Kerala,2012-13,C. Flower,1.5,0
State,Madhya Pradesh,2012-13,C. Flower,1.5,690
State,Maharashtra,2012-13,C. Flower,1.5,238
State,Manipur,2012-13,C. Flower,1.5,26
State,Meghalaya,2012-13,C. Flower,1.5,40.4
State,Mizoram,2012-13,C. Flower,1.5,1.5
State,Nagaland,2012-13,C. Flower,1.5,2.6
State,Odisha,2012-13,C. Flower,1.5,675.5
State,Punjab,2012-13,C. Flower,1.5,180.7
State,Rajasthan,2012-13,C. Flower,1.5,36.6
State,Sikkim,2012-13,C. Flower,1.5,4.2
State,Tamil Nadu,2012-13,C. Flower,1.5,20.2
State,Telangana,2012-13,C. Flower,1.5,0
State,Tripura,2012-13,C. Flower,1.5,50.6
State,Uttarakhand,2012-13,C. Flower,1.5,36.7
State,Uttar Pradesh,2012-13,C. Flower,1.5,241
State,West Bengal,2012-13,C. Flower,1.5,1863
Union Territory,Union Territory (Total),2012-13,C. Flower,1.5,0
Union Territory,Dadra & Nagar Haveli,2012-13,C. Flower,1.5,1.8
Union Territory,Chandigarh,2012-13,C. Flower,1.5,0
Union Territory,D. & N. Haveli,2012-13,C. Flower,1.5,0
Union Territory,Daman & Diu,2012-13,C. Flower,1.5,0
Union Territory,Delhi,2012-13,C. Flower,1.5,89.1
Union Territory,Lakshadweep,2012-13,C. Flower,1.5,0
Union Territory,Puducherry,2012-13,C. Flower,1.5,0
Total,Total,2012-13,C. Flower,1.5,7886.7
State,Andhra Pradesh,2013-14,C. Flower,1.5,93.5
State,Arunachal Pradesh,2013-14,C. Flower,1.5,5.8
State,Assam,2013-14,C. Flower,1.5,337.6
State,Bihar,2013-14,C. Flower,1.5,1147.8
State,Chhattisgarh,2013-14,C. Flower,1.5,395.8
State,Goa,2013-14,C. Flower,1.5,0
State,Gujarat,2013-14,C. Flower,1.5,601.5
State,Haryana,2013-14,C. Flower,1.5,526.5
State,Himachal Pradesh,2013-14,C. Flower,1.5,100.1
State,Jammu & Kashmir,2013-14,C. Flower,1.5,85.3
State,Jharkhand,2013-14,C. Flower,1.5,364.5
State,Karnataka,2013-14,C. Flower,1.5,84.9
State,Kerala,2013-14,C. Flower,1.5,0
State,Madhya Pradesh,2013-14,C. Flower,1.5,703.8
State,Maharashtra,2013-14,C. Flower,1.5,813.2
State,Manipur,2013-14,C. Flower,1.5,30.3
State,Meghalaya,2013-14,C. Flower,1.5,77.1
State,Mizoram,2013-14,C. Flower,1.5,1
State,Nagaland,2013-14,C. Flower,1.5,5
State,Odisha,2013-14,C. Flower,1.5,667.7
State,Punjab,2013-14,C. Flower,1.5,219.2
State,Rajasthan,2013-14,C. Flower,1.5,39.8
State,Sikkim,2013-14,C. Flower,1.5,4.2
State,Tamil Nadu,2013-14,C. Flower,1.5,22.2
State,Telangana,2013-14,C. Flower,1.5,32.2
State,Tripura,2013-14,C. Flower,1.5,52.5
State,Uttarakhand,2013-14,C. Flower,1.5,36.4
State,Uttar Pradesh,2013-14,C. Flower,1.5,205.4
State,West Bengal,2013-14,C. Flower,1.5,1879
Union Territory,Union Territory (Total),2013-14,C. Flower,1.5,0
Union Territory,Dadra & Nagar Haveli,2013-14,C. Flower,1.5,4.6
Union Territory,Chandigarh,2013-14,C. Flower,1.5,0
Union Territory,D. & N. Haveli,2013-14,C. Flower,1.5,0
Union Territory,Daman & Diu,2013-14,C. Flower,1.5,0
Union Territory,Delhi,2013-14,C. Flower,1.5,36.6
Union Territory,Lakshadweep,2013-14,C. Flower,1.5,0
Union Territory,Puducherry,2013-14,C. Flower,1.5,0
Total,Total,2013-14,C. Flower,1.5,8573.3
State,Andhra Pradesh,2014-15,C. Flower,1.5,40.1
State,Arunachal Pradesh,2014-15,C. Flower,1.5,10
State,Assam,2014-15,C. Flower,1.5,466.4
State,Bihar,2014-15,C. Flower,1.5,1003.6
State,Chhattisgarh,2014-15,C. Flower,1.5,412.6
State,Goa,2014-15,C. Flower,1.5,0
State,Gujarat,2014-15,C. Flower,1.5,601.5
State,Haryana,2014-15,C. Flower,1.5,475.7
State,Himachal Pradesh,2014-15,C. Flower,1.5,101.7
State,Jammu & Kashmir,2014-15,C. Flower,1.5,85.3
State,Jharkhand,2014-15,C. Flower,1.5,368.1
State,Karnataka,2014-15,C. Flower,1.5,86.2
State,Kerala,2014-15,C. Flower,1.5,3
State,Madhya Pradesh,2014-15,C. Flower,1.5,750
State,Maharashtra,2014-15,C. Flower,1.5,238.2
State,Manipur,2014-15,C. Flower,1.5,31.5
State,Meghalaya,2014-15,C. Flower,1.5,78.4
State,Mizoram,2014-15,C. Flower,1.5,1.1
State,Nagaland,2014-15,C. Flower,1.5,5
State,Odisha,2014-15,C. Flower,1.5,669.1
State,Punjab,2014-15,C. Flower,1.5,233.7
State,Rajasthan,2014-15,C. Flower,1.5,38.2
State,Sikkim,2014-15,C. Flower,1.5,4.2
State,Tamil Nadu,2014-15,C. Flower,1.5,20.8
State,Telangana,2014-15,C. Flower,1.5,21.6
State,Tripura,2014-15,C. Flower,1.5,57.7
State,Uttarakhand,2014-15,C. Flower,1.5,37.6
State,Uttar Pradesh,2014-15,C. Flower,1.5,250.1
State,West Bengal,2014-15,C. Flower,1.5,1890
Union Territory,Union Territory (Total),2014-15,C. Flower,1.5,0
Union Territory,Dadra & Nagar Haveli,2014-15,C. Flower,1.5,1.3
Union Territory,Chandigarh,2014-15,C. Flower,1.5,0
Union Territory,D. & N. Haveli,2014-15,C. Flower,1.5,0
Union Territory,Daman & Diu,2014-15,C. Flower,1.5,0
Union Territory,Delhi,2014-15,C. Flower,2.7,43.5
Union Territory,Lakshadweep,2014-15,C. Flower,0,0
Union Territory,Puducherry,2014-15,C. Flower,0,0
Total,Total,2014-15,C. Flower,414.5,8025.8
State,Andhra Pradesh,2009-10,Okra,33.5,502.1
State,Arunachal Pradesh,2009-10,Okra,0,0
State,Assam,2009-10,Okra,10.9,149.7
State,Bihar,2009-10,Okra,58.3,766.6
State,Chhattisgarh,2009-10,Okra,23.9,217.3
State,Goa,2009-10,Okra,0,0
State,Gujarat,2009-10,Okra,49.5,466.2
State,Haryana,2009-10,Okra,15.9,118.6
State,Himachal Pradesh,2009-10,Okra,2.4,28.1
State,Jammu & Kashmir,2009-10,Okra,2.1,42.5
State,Jharkhand,2009-10,Okra,29,406
State,Karnataka,2009-10,Okra,8.6,71.4
State,Kerala,2009-10,Okra,0,0
State,Madhya Pradesh,2009-10,Okra,8.8,52.8
State,Maharashtra,2009-10,Okra,27,175.5
State,Manipur,2009-10,Okra,0,0
State,Meghalaya,2009-10,Okra,0,0
State,Mizoram,2009-10,Okra,1.3,8.4
State,Nagaland,2009-10,Okra,0.1,0.2
State,Odisha,2009-10,Okra,73.9,651.8
State,Punjab,2009-10,Okra,2.6,20
State,Rajasthan,2009-10,Okra,5.1,12.8
State,Sikkim,2009-10,Okra,1,6.5
State,Tamil Nadu,2009-10,Okra,7.1,67.1
State,Telangana,2009-10,Okra,0,0
State,Tripura,2009-10,Okra,1.5,11.9
State,Uttarakhand,2009-10,Okra,3,24.6
State,Uttar Pradesh,2009-10,Okra,11.6,131.2
State,West Bengal,2009-10,Okra,73.1,839.3
Union Territory,Union Territory (Total),2009-10,Okra,0,0
Union Territory,Dadra & Nagar Haveli,2009-10,Okra,0,0
Union Territory,Chandigarh,2009-10,Okra,0,0
Union Territory,D. & N. Haveli,2009-10,Okra,0,0
Union Territory,Daman & Diu,2009-10,Okra,0,0
Union Territory,Delhi,2009-10,Okra,2.2,29.9
Union Territory,Lakshadweep,2009-10,Okra,0,0
Union Territory,Puducherry,2009-10,Okra,0.3,2.7
Total,Total,2009-10,Okra,452.7,4803.2
State,Andhra Pradesh,2010-2011,Okra,0,0
State,Arunachal Pradesh,2010-2011,Okra,0,0
State,Assam,2010-2011,Okra,0,0
State,Bihar,2010-2011,Okra,0,0
State,Chhattisgarh,2010-2011,Okra,25.2,249.1
State,Goa,2010-2011,Okra,0,0
State,Gujarat,2010-2011,Okra,54.5,592.5
State,Haryana,2010-2011,Okra,18.2,145.3
State,Himachal Pradesh,2010-2011,Okra,2.4,29.6
State,Jammu & Kashmir,2010-2011,Okra,2.9,47.5
State,Jharkhand,2010-2011,Okra,30,421.7
State,Karnataka,2010-2011,Okra,8.6,71.4
State,Kerala,2010-2011,Okra,0,0
State,Madhya Pradesh,2010-2011,Okra,10.1,60.3
State,Maharashtra,2010-2011,Okra,19,224
State,Manipur,2010-2011,Okra,0,0
State,Meghalaya,2010-2011,Okra,0,0
State,Mizoram,2010-2011,Okra,2.8,18.7
State,Nagaland,2010-2011,Okra,0.3,1.2
State,Odisha,2010-2011,Okra,70,651.8
State,Punjab,2010-2011,Okra,2.6,27.5
State,Rajasthan,2010-2011,Okra,4.3,12.4
State,Sikkim,2010-2011,Okra,1.1,7.2
State,Tamil Nadu,2010-2011,Okra,5.7,46.8
State,Telangana,2010-2011,Okra,0,0
State,Tripura,2010-2011,Okra,1.6,12.5
State,Uttarakhand,2010-2011,Okra,3.3,27.1
State,Uttar Pradesh,2010-2011,Okra,11.1,128.8
State,West Bengal,2010-2011,Okra,74,862.1
Union Territory,Union Territory (Total),2010-2011,Okra,0,0
Union Territory,Dadra & Nagar Haveli,2010-2011,Okra,0,0
Union Territory,Chandigarh,2010-2011,Okra,0,0
Union Territory,D. & N. Haveli,2010-2011,Okra,0,0
Union Territory,Daman & Diu,2010-2011,Okra,0,0
Union Territory,Delhi,2010-2011,Okra,1.6,22.7
Union Territory,Lakshadweep,2010-2011,Okra,0,0
Union Territory,Puducherry,2010-2011,Okra,0.1,0.6
Total,Total,2010-2011,Okra,498.3,5784
State,Andhra Pradesh,2011-12,Okra,80.1,1202
State,Arunachal Pradesh,2011-12,Okra,0,0
State,Assam,2011-12,Okra,11.3,154.4
State,Bihar,2011-12,Okra,59,825.3
State,Chhattisgarh,2011-12,Okra,25.8,252.2
State,Goa,2011-12,Okra,0,0
State,Gujarat,2011-12,Okra,65.4,717.3
State,Haryana,2011-12,Okra,18.8,139.7
State,Himachal Pradesh,2011-12,Okra,0,0
State,Jammu & Kashmir,2011-12,Okra,2.5,43
State,Jharkhand,2011-12,Okra,31.8,444.7
State,Karnataka,2011-12,Okra,9.3,77.7
State,Kerala,2011-12,Okra,0,0
State,Madhya Pradesh,2011-12,Okra,23.6,310
State,Maharashtra,2011-12,Okra,21,317
State,Manipur,2011-12,Okra,0,0
State,Meghalaya,2011-12,Okra,0,0
State,Mizoram,2011-12,Okra,3,19.8
State,Nagaland,2011-12,Okra,0.4,2.3
State,Odisha,2011-12,Okra,67.6,651.8
State,Punjab,2011-12,Okra,2.7,27.7
State,Rajasthan,2011-12,Okra,3.7,12.3
State,Sikkim,2011-12,Okra,1.1,7.4
State,Tamil Nadu,2011-12,Okra,0,0
State,Telangana,2011-12,Okra,0,0
State,Tripura,2011-12,Okra,0,0
State,Uttarakhand,2011-12,Okra,3.3,27.9
State,Uttar Pradesh,2011-12,Okra,11.5,136
State,West Bengal,2011-12,Okra,74.4,863.5
Union Territory,Union Territory (Total),2011-12,Okra,0,0
Union Territory,Dadra & Nagar Haveli,2011-12,Okra,0.5,3.7
Union Territory,Chandigarh,2011-12,Okra,0,0
Union Territory,D. & N. Haveli,2011-12,Okra,0,0
Union Territory,Daman & Diu,2011-12,Okra,0,0
Union Territory,Delhi,2011-12,Okra,1.6,23.2
Union Territory,Lakshadweep,2011-12,Okra,0,0
Union Territory,Puducherry,2011-12,Okra,0.1,0.5
Total,Total,2011-12,Okra,518.4,6259.2
State,Andhra Pradesh,2012-13,Okra,74.3,1113.8
State,Arunachal Pradesh,2012-13,Okra,0,0
State,Assam,2012-13,Okra,11.5,169.1
State,Bihar,2012-13,Okra,59.2,854.2
State,Chhattisgarh,2012-13,Okra,26.5,269.2
State,Goa,2012-13,Okra,0,0
State,Gujarat,2012-13,Okra,65.7,723.3
State,Haryana,2012-13,Okra,18,154.1
State,Himachal Pradesh,2012-13,Okra,2.5,30.3
State,Jammu & Kashmir,2012-13,Okra,2.5,43
State,Jharkhand,2012-13,Okra,32.5,447.4
State,Karnataka,2012-13,Okra,9.4,80.2
State,Kerala,2012-13,Okra,0,0
State,Madhya Pradesh,2012-13,Okra,25.7,297
State,Maharashtra,2012-13,Okra,22,328
State,Manipur,2012-13,Okra,0,0
State,Meghalaya,2012-13,Okra,0,0
State,Mizoram,2012-13,Okra,3.1,20.7
State,Nagaland,2012-13,Okra,0,0.2
State,Odisha,2012-13,Okra,67,593.9
State,Punjab,2012-13,Okra,3.2,33
State,Rajasthan,2012-13,Okra,4,12.9
State,Sikkim,2012-13,Okra,1.1,7.5
State,Tamil Nadu,2012-13,Okra,8.3,76
State,Telangana,2012-13,Okra,0,0
State,Tripura,2012-13,Okra,1.7,15.8
State,Uttarakhand,2012-13,Okra,3.3,27.9
State,Uttar Pradesh,2012-13,Okra,12.4,159.3
State,West Bengal,2012-13,Okra,74.6,869.1
Union Territory,Union Territory (Total),2012-13,Okra,0,0
Union Territory,Dadra & Nagar Haveli,2012-13,Okra,0.5,3.7
Union Territory,Chandigarh,2012-13,Okra,0,0
Union Territory,D. & N. Haveli,2012-13,Okra,0,0
Union Territory,Daman & Diu,2012-13,Okra,0,0
Union Territory,Delhi,2012-13,Okra,1.5,19.6
Union Territory,Lakshadweep,2012-13,Okra,0,0
Union Territory,Puducherry,2012-13,Okra,0.1,0.9
Total,Total,2012-13,Okra,530.8,6350.3
State,Andhra Pradesh,2013-14,Okra,44.1,661.4
State,Arunachal Pradesh,2013-14,Okra,0,0
State,Assam,2013-14,Okra,11.6,171
State,Bihar,2013-14,Okra,58.1,783.5
State,Chhattisgarh,2013-14,Okra,27.8,430.6
State,Goa,2013-14,Okra,0,0
State,Gujarat,2013-14,Okra,66,759
State,Haryana,2013-14,Okra,23.5,186.3
State,Himachal Pradesh,2013-14,Okra,2.8,34
State,Jammu & Kashmir,2013-14,Okra,2.5,43
State,Jharkhand,2013-14,Okra,32.5,447.4
State,Karnataka,2013-14,Okra,9.3,77.1
State,Kerala,2013-14,Okra,0,0
State,Madhya Pradesh,2013-14,Okra,26.5,305.9
State,Maharashtra,2013-14,Okra,23,241.5
State,Manipur,2013-14,Okra,0.1,0.8
State,Meghalaya,2013-14,Okra,0,0
State,Mizoram,2013-14,Okra,3.3,22.4
State,Nagaland,2013-14,Okra,0.2,1.3
State,Odisha,2013-14,Okra,65.2,578.5
State,Punjab,2013-14,Okra,3.2,33.4
State,Rajasthan,2013-14,Okra,4,12.3
State,Sikkim,2013-14,Okra,1.1,7.5
State,Tamil Nadu,2013-14,Okra,8.8,83.6
State,Telangana,2013-14,Okra,25.2,377.8
State,Tripura,2013-14,Okra,1.7,16
State,Uttarakhand,2013-14,Okra,3.3,26.9
State,Uttar Pradesh,2013-14,Okra,12.2,148.6
State,West Bengal,2013-14,Okra,75,877
Union Territory,Union Territory (Total),2013-14,Okra,0,0
Union Territory,Dadra & Nagar Haveli,2013-14,Okra,0.8,4.6
Union Territory,Chandigarh,2013-14,Okra,0,0
Union Territory,D. & N. Haveli,2013-14,Okra,0,0
Union Territory,Daman & Diu,2013-14,Okra,0,0
Union Territory,Delhi,2013-14,Okra,0.9,14.1
Union Territory,Lakshadweep,2013-14,Okra,0,0
Union Territory,Puducherry,2013-14,Okra,0.1,0.7
Total,Total,2013-14,Okra,532.7,6346.4
State,Andhra Pradesh,2014-15,Okra,18.6,211.3
State,Arunachal Pradesh,2014-15,Okra,0,0
State,Assam,2014-15,Okra,11.9,185.7
State,Bihar,2014-15,Okra,57.7,762.9
State,Chhattisgarh,2014-15,Okra,28.8,325.2
State,Goa,2014-15,Okra,0,0
State,Gujarat,2014-15,Okra,66,759
State,Haryana,2014-15,Okra,19.8,192.9
State,Himachal Pradesh,2014-15,Okra,2.5,30.3
State,Jammu & Kashmir,2014-15,Okra,2.5,43
State,Jharkhand,2014-15,Okra,32.9,452.1
State,Karnataka,2014-15,Okra,9.7,79.6
State,Kerala,2014-15,Okra,2,13.8
State,Madhya Pradesh,2014-15,Okra,28.1,328
State,Maharashtra,2014-15,Okra,11.5,93.4
State,Manipur,2014-15,Okra,0.1,1
State,Meghalaya,2014-15,Okra,0,0
State,Mizoram,2014-15,Okra,3.6,25
State,Nagaland,2014-15,Okra,0.2,1.3
State,Odisha,2014-15,Okra,64.6,571.9
State,Punjab,2014-15,Okra,3.5,36.7
State,Rajasthan,2014-15,Okra,4.2,16.6
State,Sikkim,2014-15,Okra,1.1,7.5
State,Tamil Nadu,2014-15,Okra,11,75.4
State,Telangana,2014-15,Okra,13.9,185.1
State,Tripura,2014-15,Okra,1.7,16.7
State,Uttarakhand,2014-15,Okra,3.3,26.7
State,Uttar Pradesh,2014-15,Okra,15.6,204.1
State,West Bengal,2014-15,Okra,75.5,882.4
Union Territory,Union Territory (Total),2014-15,Okra,0,0
Union Territory,Dadra & Nagar Haveli,2014-15,Okra,0.9,5
Union Territory,Chandigarh,2014-15,Okra,0,0
Union Territory,D. & N. Haveli,2014-15,Okra,0,0
Union Territory,Daman & Diu,2014-15,Okra,0,0
Union Territory,Delhi,2014-15,Okra,1.2,18.5
Union Territory,Lakshadweep,2014-15,Okra,0,0
Union Territory,Puducherry,2014-15,Okra,0.1,1
Total,Total,2014-15,Okra,492.7,5552.3
State,Andhra Pradesh,2009-10,Peas,0.6,20.4
State,Arunachal Pradesh,2009-10,Peas,0,0
State,Assam,2009-10,Peas,21.2,13.2
State,Bihar,2009-10,Peas,9.3,63.5
State,Chhattisgarh,2009-10,Peas,10.6,96.6
State,Goa,2009-10,Peas,0,0
State,Gujarat,2009-10,Peas,0,0
State,Haryana,2009-10,Peas,10.6,64.3
State,Himachal Pradesh,2009-10,Peas,21.7,237.3
State,Jammu & Kashmir,2009-10,Peas,7.6,69.9
State,Jharkhand,2009-10,Peas,20.5,287
State,Karnataka,2009-10,Peas,1.6,18.1
State,Kerala,2009-10,Peas,0,0
State,Madhya Pradesh,2009-10,Peas,20,220
State,Maharashtra,2009-10,Peas,7,32.2
State,Manipur,2009-10,Peas,4.5,44.7
State,Meghalaya,2009-10,Peas,0,0
State,Mizoram,2009-10,Peas,0,0
State,Nagaland,2009-10,Peas,0.1,1
State,Odisha,2009-10,Peas,5.1,45.2
State,Punjab,2009-10,Peas,19.1,115.5
State,Rajasthan,2009-10,Peas,12.5,24.4
State,Sikkim,2009-10,Peas,1.8,7.7
State,Tamil Nadu,2009-10,Peas,0,0
State,Telangana,2009-10,Peas,0,0
State,Tripura,2009-10,Peas,0,0
State,Uttarakhand,2009-10,Peas,10.8,71
State,Uttar Pradesh,2009-10,Peas,159,1465.8
State,West Bengal,2009-10,Peas,21.1,125.6
Union Territory,Union Territory (Total),2009-10,Peas,0,0
Union Territory,Dadra & Nagar Haveli,2009-10,Peas,0,0
Union Territory,Chandigarh,2009-10,Peas,0,0
Union Territory,D. & N. Haveli,2009-10,Peas,0,0
Union Territory,Daman & Diu,2009-10,Peas,0,0
Union Territory,Delhi,2009-10,Peas,0.4,6
Union Territory,Lakshadweep,2009-10,Peas,0,0
Union Territory,Puducherry,2009-10,Peas,0,0
Total,Total,2009-10,Peas,365.1,3029.4
State,Andhra Pradesh,2010-2011,Peas,0,0
State,Arunachal Pradesh,2010-2011,Peas,0,0
State,Assam,2010-2011,Peas,0,0
State,Bihar,2010-2011,Peas,0,0
State,Chhattisgarh,2010-2011,Peas,10.8,99.7
State,Goa,2010-2011,Peas,0,0
State,Gujarat,2010-2011,Peas,0,0
State,Haryana,2010-2011,Peas,12.7,79
State,Himachal Pradesh,2010-2011,Peas,22.8,254.2
State,Jammu & Kashmir,2010-2011,Peas,6.8,212.5
State,Jharkhand,2010-2011,Peas,21.3,329.1
State,Karnataka,2010-2011,Peas,1.2,15.4
State,Kerala,2010-2011,Peas,0,0
State,Madhya Pradesh,2010-2011,Peas,22.8,251.3
State,Maharashtra,2010-2011,Peas,8,35
State,Manipur,2010-2011,Peas,4.7,46.5
State,Meghalaya,2010-2011,Peas,0,0
State,Mizoram,2010-2011,Peas,0.5,2
State,Nagaland,2010-2011,Peas,0.1,1
State,Odisha,2010-2011,Peas,5.9,52.4
State,Punjab,2010-2011,Peas,19.7,200.6
State,Rajasthan,2010-2011,Peas,3.6,4.1
State,Sikkim,2010-2011,Peas,2,8.6
State,Tamil Nadu,2010-2011,Peas,0,0
State,Telangana,2010-2011,Peas,0,0
State,Tripura,2010-2011,Peas,0,0
State,Uttarakhand,2010-2011,Peas,11.2,86.9
State,Uttar Pradesh,2010-2011,Peas,159.2,1532.4
State,West Bengal,2010-2011,Peas,21.4,129.4
Union Territory,Union Territory (Total),2010-2011,Peas,0,0
Union Territory,Dadra & Nagar Haveli,2010-2011,Peas,0,0
Union Territory,Chandigarh,2010-2011,Peas,0,0
Union Territory,D. & N. Haveli,2010-2011,Peas,0,0
Union Territory,Daman & Diu,2010-2011,Peas,0,0
Union Territory,Delhi,2010-2011,Peas,0.8,11.1
Union Territory,Lakshadweep,2010-2011,Peas,0,0
Union Territory,Puducherry,2010-2011,Peas,0,0
Total,Total,2010-2011,Peas,369.8,3517.4
State,Andhra Pradesh,2011-12,Peas,2.4,82.4
State,Arunachal Pradesh,2011-12,Peas,0,0
State,Assam,2011-12,Peas,22.9,18.6
State,Bihar,2011-12,Peas,9.9,82.1
State,Chhattisgarh,2011-12,Peas,10.7,118.6
State,Goa,2011-12,Peas,0,0
State,Gujarat,2011-12,Peas,0,0
State,Haryana,2011-12,Peas,13.8,91.4
State,Himachal Pradesh,2011-12,Peas,23.2,258.4
State,Jammu & Kashmir,2011-12,Peas,2.8,58.1
State,Jharkhand,2011-12,Peas,22.6,356
State,Karnataka,2011-12,Peas,1.1,13.1
State,Kerala,2011-12,Peas,0,0
State,Madhya Pradesh,2011-12,Peas,47.3,452.2
State,Maharashtra,2011-12,Peas,9,47
State,Manipur,2011-12,Peas,4.7,46.5
State,Meghalaya,2011-12,Peas,0.8,5.3
State,Mizoram,2011-12,Peas,0.5,2.2
State,Nagaland,2011-12,Peas,1,7.5
State,Odisha,2011-12,Peas,5.9,52.5
State,Punjab,2011-12,Peas,19.7,200.9
State,Rajasthan,2011-12,Peas,12.5,22.6
State,Sikkim,2011-12,Peas,2,8.8
State,Tamil Nadu,2011-12,Peas,0,0
State,Telangana,2011-12,Peas,0,0
State,Tripura,2011-12,Peas,0,0
State,Uttarakhand,2011-12,Peas,11.7,78.1
State,Uttar Pradesh,2011-12,Peas,161.7,1602.8
State,West Bengal,2011-12,Peas,21.7,131
Union Territory,Union Territory (Total),2011-12,Peas,0,0
Union Territory,Dadra & Nagar Haveli,2011-12,Peas,0,0
Union Territory,Chandigarh,2011-12,Peas,0,0
Union Territory,D. & N. Haveli,2011-12,Peas,0,0
Union Territory,Daman & Diu,2011-12,Peas,0,0
Union Territory,Delhi,2011-12,Peas,0.6,8.7
Union Territory,Lakshadweep,2011-12,Peas,0,0
Union Territory,Puducherry,2011-12,Peas,0,0
Total,Total,2011-12,Peas,408.2,3744.8
State,Andhra Pradesh,2012-13,Peas,2.9,29
State,Arunachal Pradesh,2012-13,Peas,0,0
State,Assam,2012-13,Peas,21.6,16.3
State,Bihar,2012-13,Peas,10,88.7
State,Chhattisgarh,2012-13,Peas,0,0
